image_id,group_id
img_57285b3f417a465901b0,grp_b992bc0f6cfcdd02ff7c
img_5752de0317e708d35616,grp_2d20517493af1b0eb1ee
img_57dd1d3c763bf87e014d,grp_ae8be543f8c9d0c7b0e2
img_57eff6e38d023de536fd,grp_4794e4506502e516c5b7
img_5849a16b7733f5ff545a,grp_cb62185b074f3cfaeaa2
img_5959bce6ddfba818ada3,grp_01c1dc2a9ba3e2206a28
img_5ac2e1e980886640798b,grp_6d13432b9cdc90fe8404
img_5b1f259be98ea8ea4e62,grp_e3430bd9a35b22dbd5a4
img_5b628075717052e9cda5,grp_4ea735e701b9265a7d35
img_5b9497b0d47ae4e4db80,grp_875228b0d88b9b191c4c
img_5c920c22bcf24933e0a9,grp_cd9fd7f92874d9039bdf
img_5d03f5fabe42ad5fdbe9,grp_d57a7fa7ed159cc62744
img_5d877a16b184fd53de91,grp_18cad5510dc134e2df9a
img_5da80a3ed7ecfa5b530c,grp_9533c7f4c951ecb2db0a
img_5df81a2ae80ae1bbc7a3,grp_bde3d6a3d496e0aabe55
img_5e1eb289353f0e7b2423,grp_4a2df857eb73a2f5b1ec
img_5e9dd11fdedbaaf1c189,grp_a9407f8bdef92f03c698
img_5f1da3f2bf9d4f5e3b8d,grp_6d06f3acbad0b01e8aee
img_5f799809eb051160f75f,grp_9bcbc2b74ed4ec1e1cd1
img_605e1a57e857415a7d9d,grp_98a62efc0f64aaf6bcd2
img_609ffa477441e0e3ab61,grp_1e6b910ac3880586ae36
img_60c3eefe5b6b1ceb2d21,grp_28b245382608524bb30e
img_60f2ecbc145f643b2fa5,grp_8f454727874662d47fc3
img_60faf63cc41074026ba5,grp_e91a79a66b0030c2a5fd
img_610e73c5538aeda0b827,grp_070e8a5dfbadcf6cc4f6
img_611270ce09b146598473,grp_9123320b44ff594a9e37
img_61141a57d460443ab14e,grp_38e2876060d6a4049007
img_612ca250d21d1af987c7,grp_dd125738a3542d1220a7
img_6142c42036b36f692188,grp_4e8fbcb2df4898dedbd9
img_6196eccd7716ba76af31,grp_0960ce065429256f2ace
img_61d81b075ffca06cdd1a,grp_82076a9c1b9c2f6537b3
img_61f79c0a568ebfab6149,grp_e5a7477767d195a3a110
img_6216c45dc735d89cac99,grp_505e6a5b9174e1dbe8c7
img_6298f5922760bcf31580,grp_2a903c5b0d17cc291446
img_629be39fa3ea24d35e6e,grp_3cf3d954bb3ef75a07f8
img_62d5d6d0c9935e623494,grp_38d13316f2cbd214d291
img_638de33f5e75a366f996,grp_2874d37b7c53968310e4
img_63a2ce7554bc7f8917e7,grp_4728b7b88467f68bb92b
img_63b25471e54633426d8a,grp_a035464807aa0b31fb51
img_645403f1349d90ee38a2,grp_74cb8ecee79a70aeea74
img_6485d5725fa4f12c637d,grp_001044df57e369164873
img_64c5f10837c95f410767,grp_c7ed2d5bdfd51c523ea4
img_652a86fb73ed16d28a34,grp_b3b617012254b277ddf5
img_65509417c28922c8f080,grp_98992c23b81f352cb1d2
img_66ee23dfbf36987bb184,grp_ac22a022b245a337ea47
img_6746d53947c9f034fbeb,grp_ef5b1ceb7ff92617d18a
img_67926504352c8db5231e,grp_d4152562ad43f3dd60df
img_67b03967c5a781d3fdef,grp_2531ec90b8a6f94531cc
img_68e933d1211823668a39,grp_188ef1ee403d524d2121
img_69b20a9e452ec00789db,grp_a52c713dbd599c2a3dbd
img_69b758bcf36211dafdf2,grp_6d61655bb3a42e75ec4f
img_69d72c16109bb0d9a003,grp_47d0a91aced406ce671f
img_6a6c2d95aa3dd6fb4de6,grp_47fb812e036e35f022d0
img_6ab490b5e92692afa518,grp_6c05f0f6fe41ff538068
img_6b00b882932cc02c2bd1,grp_2e29fe74bfbb355163c2
img_6b8210f4f5c90921f975,grp_5b45469ed19b7ce0329b
img_6b9a14ab254d3a1040e3,grp_2d4093acd7249eaf58c3
img_6cedd1ab8964e0bd9694,grp_1f11516acb566e599ca8
img_6d09c6883d3dcb167d89,grp_e7d9318a55267a34b297
img_6d0fdc18fa5d02e859d8,grp_d5566e30eef6ca8a2776
img_6d20af280edb18feda6c,grp_b589a35f7462694320bb
img_6d568cd10a6e9fb520bd,grp_8429ea216e3efa8f0b28
img_6e29c07485ef8803e0ee,grp_2e29fe74bfbb355163c2
img_6e32eb469f4fd616da7a,grp_0f2096fbde4115cc09f1
img_6e6ec9908c213f97ca83,grp_94bcad1d22cf7cab5cd1
img_6e97cfab1991f204f855,grp_35201bb709053d94a81e
img_6ebd0f1394fc7a29ed79,grp_995a4bf7743251904517
img_6ede83a80260b6e9bb0b,grp_4f48d8fd6a9514d190bd
img_6f63ab349f3a7fa8f24a,grp_65f9850bea50de1fd5e5
img_6f78362e6047915ee2f1,grp_b39ee4d2b31c097ca4b0
img_6fab7e149f3da7d1ac33,grp_63968dea4729928e897d
img_6ffea60355da96c72355,grp_8be556abd875d050efa7
img_70602baa41f39b5f0c5b,grp_290d3afcc536a8161dca
img_7106923d92a8e134a452,grp_2d9c4e5a0132df1d39ab
img_7108b0d74ef1e8ce6282,grp_08cfd36e4cb83e60e1f9
img_7129b4eb5aad881f8b31,grp_f6b5f963c6f09a9deef7
img_7133726aba345ac2d170,grp_e937ad2b8b6b5f47e8d9
img_7164b35610dc8f141966,grp_c181964d1c59e370ac62
img_72034ec897dcb5def239,grp_f015df38679c9b8d302e
img_722b321209a4eca64d9a,grp_1842716546a1799839bc
img_72e518852ab888ad92cc,grp_da5c2f09632a0d8953df
img_73129ca9ab23740a4c2a,grp_131aa689c9a141a54c8a
img_73249680343de378faf4,grp_36ea11f51a4d0d9efb55
img_736ae92dec679e4fe7ce,grp_8bc78a3dcf4ff3085bbe
img_73a7d7001d543554c248,grp_59a06f83ae31d54f5e29
img_73ee05bf64e328e6613f,grp_fb87d381168429ec9d71
img_74107ca0fbfbf78c6793,grp_a13e5c465fe799e10012
img_744a3259e2884a685818,grp_4fdd27f9104fd24b1ade
img_745230797445061b34b6,grp_b530e1de3a8981cf53e1
img_748ec55485ee41bf41c9,grp_f748173aa3bb438058e1
img_74a1efa80321930b7fdd,grp_a9ee9623cc9bfbaa1022
img_74dc3c481841ad0f9ef3,grp_d682466ed575869b5acf
img_75075b7ee9938ba0594a,grp_9b31cc66936d0002be45
img_75128078562afd372c8d,grp_cb2638a8b65f9aa64015
img_75405766ac967b9bd15f,grp_5211693882316e05e3b2
img_75528561392a2b63e517,grp_7e4828d3e96d6bf215f9
img_75a939a9c8d17afbe97f,grp_6c303db22f2e02322ae1
img_76bd0402ea62797567d9,grp_0e39ec3b9862593dc6b9
img_7722e571cdff28c8b806,grp_254709c39346d836ba56
img_77fa4c8684895a652c8e,grp_f11b2e58888fdc2bd4f8
img_7825149f8e36bbf7a514,grp_835983be1c108eea6457
img_78d90e71d1052bd62471,grp_4772af4157be0fc05fc9
img_7932e5241fba51292325,grp_7ac61ff186673700f941
img_79fdf9f831a5ce7d0ad9,grp_df793fe8e997e13d5f4a
img_7a3d88391465a5799407,grp_fb87d381168429ec9d71
img_7a7f537be60d224f58d0,grp_d27bb2904a69977a90dd
img_7a8632b344d20f858086,grp_c80d5449ae8093af5341
img_7aeeeae15b4604f115cf,grp_556ad74c757139ce82bb
img_7be1337363b03fa0e500,grp_f4d9af3cf75f571e850c
img_7c9383415bd5a0da7141,grp_340f2185d4e82616b8fb
img_7cfb832bec32c2338bd4,grp_05880dba62b1c83aa2f3
img_7d98bf28b5c16caddf82,grp_1dc887de4d1e379118b6
img_7f1094dad122037cd385,grp_82e89dae8fcfb3daf5e7
img_7f3c37fa363696205ec5,grp_efdb3642d84130855da1
img_7ff18d08200e04afddfb,grp_29fe5fe747e22fcf0965
img_80160b93d57c21034b71,grp_0dd51b4627a26b80f875
img_80c2dae29eb665805d2d,grp_44a7712340bae4ed137c
img_80fd22358dd5eeef4337,grp_5ba40c3e1e91863c08b4
img_81b6f39820909194d3bd,grp_60459b129323057e21de
img_81f2bcc6c2e6aa025834,grp_37e3f6637b292e72d3c5
img_81f6f4f10a61ef5fc931,grp_e2f7c12897035d3ccb88
img_82eb8f0e213cd4b10a57,grp_a436111d20b7cdf5c8c9
img_830c79510f9c659c7b3c,grp_687e5aab6cb9dfe9fbfe
img_835eb60924fb69f8735f,grp_8d1a41c24b8463c4b599
img_836d8b70b144571d2886,grp_cd76bba12e758fae190a
img_84d12d7bfb630fe2b3bb,grp_8644e58588c4269cb871
img_85006d73b06b7e4a8acb,grp_67cdb254f8e9e8411528
img_85a8bd7108a0f419d22b,grp_b4811bcb0152da04cc10
img_85b9c8c0bfc4bf9b906d,grp_eb992a027d091d53ee81
img_863c8b9030fcca6b4155,grp_2c4c8ba1d77e4951023a
img_864278cfea2d4964370d,grp_a6e687e47912d3e1e5f5
img_86f47f5870a193ecd5a8,grp_815668089ed71165d839
img_873507fc062f01eae9c1,grp_17979e02c4fa4efd543a
img_873d0df8ff6445c79bd3,grp_0faf71e1178915b9ab87
img_876b0aac998c7d0f50ff,grp_50f64992256f1921fa91
img_876c53d19d97d6244385,grp_1a014ee5072b927042dc
img_877514fc29231886b590,grp_b09b9e04f11148b23b6e
img_87cc305985d1e37508e9,grp_2e29fe74bfbb355163c2
img_87d1db19a312597c8ac7,grp_38c76375a22d1d4f19c0
img_8807f70051027e4a2327,grp_ffcb7f796183bb83115d
img_893f5caafb50dec5d992,grp_a87435ed146945aa18a3
img_8946d70a81b90970c340,grp_1f39df1e1e4dabb01b5b
img_895e4a3f48f3a86349d3,grp_50138d412f907f95c90d
img_8a429f1ce4876be7985f,grp_a70b046aeeb3dd3e88c7
img_8a8c6dfc7fef21dc6d0f,grp_2f96a40f5acc5002b56f
img_8b13cb2b7376905c65fe,grp_46d6205e3cdd58d5535f
img_8bafdb4f3b4132028246,grp_2490b29185e0b0bc78bb
img_8bb2dbde4adde784b910,grp_6ad432bbb96e87787c72
img_8bd7df940e5b9aabee3d,grp_df4f908c9b73b82019c6
img_8be60b2c1f07fa2658e1,grp_ebc9fe062d9e13c82f30
img_8c064a9a1be72d196670,grp_2e35a9782c7209609a83
img_8c16e437e2c3304b5a4d,grp_d2dcfbbe8b72a0513f25
img_8c756f0a4f7fa2aa97e5,grp_cb277175f205803f2f1e
img_8cae4ac2bd1c7991710b,grp_a22cfce74560e15d261c
img_8cb61a15ea252006749a,grp_bc9d106ba52f85b24218
img_8cf8faf175380a6b3828,grp_8fa1458f05dbeeb71e54
img_8d1327a0603cf8011434,grp_ef5d2d05dfb074b5a6e6
img_8d15578604d4c6552b16,grp_3836121859bfa4f822d8
img_8d3be86a0972bbc4c040,grp_08772951e3254d9c8e7c
img_8d7ec608f224c9804ccf,grp_7761cbe732aaafd3f9fa
img_8dc275946b3847a03129,grp_815668089ed71165d839
img_8e165931fcc3fad0ea35,grp_fb87d381168429ec9d71
img_8e21dbffd48ead94beb6,grp_2e68f59efe4dc3e460c8
img_8e26b3b9c9a586584b98,grp_2e29fe74bfbb355163c2
img_8e43af224bfeb6b3722b,grp_21a32b860fd057a28df8
img_8ea7ceb54c77605b839e,grp_d52abc0ed6f5e75c4419
img_8eafdde70b8de6cce33d,grp_fb87d381168429ec9d71
img_8f0eba4ed5dce93d194d,grp_45a1dd9d83016115855e
img_8f3aef14389acc5db538,grp_174b4a619d00695115ce
img_8fb20f49a8470c039130,grp_fb2a6c9b9c868a07eb4b
img_8fe5b48570ad201a2b34,grp_f2dfa6df02e75d56bcd2
img_8fef08cb23c4f13b272d,grp_2ce17afd4188cc75ea95
img_9083678f7c4d37afd1be,grp_9c469892b81e6b3a403c
img_90c904119dd04837f381,grp_9a0c06427642d648076e
img_913f62ceb804166be025,grp_87a90dd4026c73423a61
img_917f10bf1d85d3f02c4f,grp_00ec7cce8c4155bf65a6
img_924c4a9143c189af3c4d,grp_1ca11e660cd110ccdf77
img_925d0084e5b934a1f57c,grp_fb87d381168429ec9d71
img_92683f8ef286ff810a8e,grp_cfff3ab1a8b8c929b1d6
img_9292ba2a4394835bb1ec,grp_dc5c68d49da3079bf12f
img_92bf43a6070a809b8613,grp_c92a045200ab962c59f3
img_92d879a3be78246c81cb,grp_02756c82589fe05e22a1
img_9327be05b9875b0675f3,grp_1164d960758f24095f43
img_934499f8c1996cf08a49,grp_92968d2a95e3ca9dac07
img_93760df5fc9dce336b5b,grp_a9b466788fd3c3b1e8e9
img_9380573fee6c14a05830,grp_e20a173cd7bc5dab79f0
img_944a74e682364c1270d4,grp_47178d6f8b2d600242aa
img_946e3f03b5709a4bbfba,grp_ed14c63d8a583b4c89bd
img_949a96ec78ab9b25a545,grp_0a34eba018794137e1c2
img_952127c3d5d327a5f63c,grp_c2c2ce807f28a1de69e5
img_9566196833e7f6ac1bf0,grp_349f63988375dfbb354e
img_957819520a241d9f849a,grp_50862bb1cf4e842604c5
img_9598916cbe7ba794e79a,grp_389d3e0453dca8a5ecce
img_967673ff44bd77a462b9,grp_918cee7a551be5cb98f1
img_96b86b6298a7124790ba,grp_d21b129c926ba9af4cae
img_974464fda84a7123115e,grp_af08ce4e6fe9f7b714fa
img_9858f4849548c1f074cf,grp_c5c125b7d5f18b136a01
img_9889dc4b484c073ae1c3,grp_bb041a1e356c4799fbd6
img_995e1a34722075440016,grp_20fe7f7c246385dfa37d
